,Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,RECTgt,RECRec,RECYds,RECY/R,RECTD,RECY/G,RECCtch%,RECY/Tgt,TotYds,TotTD,TotY/G,MVP
1116,1117,Dickie Post\PostDi00,1968,23,4-94,SDG,AFL,13,10.0,151,758,5.02,3,58.3,,18,165,9.17,0,12.7,,,923,3,71.0,0
1117,1118,Donny Anderson\AndeDo00,1971,28,1-7,GNB,NFL,14,13.0,186,757,4.07,5,54.1,,26,306,11.77,1,21.9,,,1063,6,76.0,0
1118,1119,Laurence Maroney\MaroLa00,2009,24,1-21,NWE,NFL,15,5.0,194,757,3.9,9,50.5,18.0,14,99,7.07,0,6.6,77.8%,5.5,856,9,57.1,0
1119,1120,Lydell Mitchell\MitcLy00,1974,25,2-48,BAL,NFL,14,14.0,214,757,3.54,5,54.1,,72,544,7.56,2,38.9,,,1301,7,93.0,0
1120,1121,Dan Reeves\ReevDa00,1966,22,,DAL,NFL,14,14.0,175,757,4.33,8,54.1,,41,557,13.59,8,39.8,,,1314,16,93.9,0
1121,1122,Lorenzo White\WhitLo00,1994,28,1-22,HOU,NFL,15,8.0,191,757,3.96,3,50.5,42.0,21,188,8.95,1,12.5,50.0%,4.48,945,4,63.0,0
1122,1123,Sammy Winder\WindSa00,1983,24,5-131,DEN,NFL,14,13.0,196,757,3.86,3,54.1,,23,150,6.52,0,10.7,,,907,3,64.8,0
1123,1124,Sid Blanks\BlanSi00,1964,24,3-42 5-38AFL,HOU,AFL,14,,145,756,5.21,6,54.0,,56,497,8.88,1,35.5,,,1253,7,89.5,0
1124,1125,BenJarvus Green-Ellis\GreeBe00,2013,28,,CIN,NFL,16,16.0,220,756,3.44,7,47.3,8.0,4,22,5.5,0,1.4,50.0%,2.75,778,7,48.699999999999996,0
1125,1126,Cleo Miller\MillCl00,1977,25,,CLE,NFL,14,14.0,163,756,4.64,4,54.0,,41,291,7.1,1,20.8,,,1047,5,74.8,0
1126,1127,Ted McKnight\McKnTe00,1979,25,2-57,KAN,NFL,15,14.0,153,755,4.93,8,50.3,,38,226,5.95,0,15.1,,,981,8,65.39999999999999,0
1127,1128,Charley Taylor*\TaylCh00,1964,23,1-3 2-9AFL,WAS,NFL,14,14.0,199,755,3.79,5,53.9,,53,814,15.36,5,58.1,,,1569,10,112.0,0
1128,1129,Marcus Allen*\AlleMa00,1987,27,1-10,RAI,NFL,12,12.0,200,754,3.77,5,62.8,,51,410,8.04,0,34.2,,,1164,5,97.0,0
1129,1130,Reggie Cobb\CobbRe00,1991,23,2-30,TAM,NFL,16,11.0,196,752,3.84,7,47.0,,15,111,7.4,0,6.9,,,863,7,53.9,0
1130,1131,David Sims\SimsDa00,1978,23,7-169,SEA,NFL,12,9.0,174,752,4.32,14,62.7,,30,195,6.5,1,16.3,,,947,15,79.0,0
1131,1132,Clarence Williams\WillCl01,1979,24,5-124,SDG,NFL,16,16.0,200,752,3.76,12,47.0,,51,352,6.9,0,22.0,,,1104,12,69.0,0
1132,1133,John David Crow\CrowJo00,1962,27,1-2,STL,NFL,14,14.0,192,751,3.91,14,53.6,,23,246,10.7,3,17.6,,,997,17,71.2,0
1133,1134,Orleans Darkwa\DarkOr00,2017,25,,NYG,NFL,15,11.0,171,751,4.39,5,50.1,28.0,19,116,6.11,0,7.7,67.9%,4.14,867,5,57.800000000000004,0
1134,1135,Alfred Morris\MorrAl00,2015,27,6-173,WAS,NFL,16,16.0,202,751,3.72,1,46.9,13.0,10,55,5.5,0,3.4,76.9%,4.23,806,1,50.3,0
1135,1136,Michael Pittman\PittMi00,2003,28,4-95,TAM,NFL,16,13.0,187,751,4.02,0,46.9,121.0,75,597,7.96,2,37.3,62.0%,4.93,1348,2,84.19999999999999,0
1136,1137,Larry Garron\GarrLa00,1963,26,,BOS,AFL,14,,175,750,4.29,2,53.6,,26,418,16.08,2,29.9,,,1168,4,83.5,0
1137,1138,Ernie Green\GreeEr01,1966,28,14-196,CLE,NFL,14,14.0,144,750,5.21,3,53.6,,45,445,9.89,6,31.8,,,1195,9,85.4,0
1138,1139,Jim Nance\NancJi00,1969,27,4-45 19-151AFL,BOS,AFL,14,14.0,193,750,3.89,6,53.6,,29,168,5.79,0,12.0,,,918,6,65.6,0
1139,1140,Larry Csonka*\CsonLa00,1974,28,1-8,MIA,NFL,12,11.0,197,749,3.8,9,62.4,,7,35,5.0,0,2.9,,,784,9,65.3,0
1140,1141,Chuck Foreman\ForeCh00,1978,28,1-12,MIN,NFL,14,14.0,237,749,3.16,5,53.5,,61,396,6.49,2,28.3,,,1145,7,81.8,0
1141,1142,Rick Parros\ParrRi00,1981,23,4-107,DEN,NFL,16,16.0,176,749,4.26,2,46.8,,25,216,8.64,1,13.5,,,965,3,60.3,0
1142,1143,Ed Podolak\PodoEd00,1970,23,2-48,KAN,NFL,14,9.0,168,749,4.46,3,53.5,,26,307,11.81,1,21.9,,,1056,4,75.4,0
1143,1144,Tony Dorsett*\DorsTo00,1986,32,1-2,DAL,NFL,13,12.0,184,748,4.07,5,57.5,,25,267,10.68,1,20.5,,,1015,6,78.0,0
1144,1145,Earl Gros\GrosEa00,1964,24,1-14 2-15AFL,PHI,NFL,13,12.0,154,748,4.86,2,57.5,,29,234,8.07,0,18.0,,,982,2,75.5,0
1145,1146,Raymont Harris\HarrRa00,1996,26,4-114,CHI,NFL,12,10.0,194,748,3.86,4,62.3,43.0,32,296,9.25,1,24.7,74.4%,6.88,1044,5,87.0,0
1146,1147,Neal Anderson\AndeNe00,1991,27,1-27,CHI,NFL,13,12.0,210,747,3.56,6,57.5,,47,368,7.83,3,28.3,,,1115,9,85.8,0
1147,1148,Cedric Benson\BensCe00,2008,26,1-4,CIN,NFL,12,10.0,214,747,3.49,2,62.3,26.0,20,185,9.25,0,15.4,76.9%,7.12,932,2,77.7,0
1148,1149,Pete Johnson\JohnPe00,1980,26,2-49,CIN,NFL,12,8.0,186,747,4.02,6,62.3,,21,172,8.19,1,14.3,,,919,7,76.6,0
1149,1150,Kevin Smith\SmitKe02,2009,23,3-64,DET,NFL,13,13.0,217,747,3.44,4,57.5,57.0,41,415,10.12,1,31.9,71.9%,7.28,1162,5,89.4,0
1150,1151,Matt Snell\SnelMa00,1968,27,4-49 1-3AFL,NYJ,AFL,14,14.0,179,747,4.17,6,53.4,,16,105,6.56,1,7.5,,,852,7,60.9,0
1151,1152,Marion Butts\ButtMa00,1993,27,7-183,SDG,NFL,16,16.0,185,746,4.03,4,46.6,24.0,15,105,7.0,0,6.6,62.5%,4.38,851,4,53.2,0
1152,1153,Andra Franklin\FranAn00,1983,24,2-56,MIA,NFL,15,12.0,224,746,3.33,8,49.7,,0,0,,0,0.0,,,746,8,49.7,0
1153,1154,Herschel Walker\WalkHe00,1993,31,5-114,PHI,NFL,16,16.0,174,746,4.29,1,46.6,91.0,75,610,8.13,3,38.1,82.4%,6.7,1356,4,84.7,0
1154,1155,Tony Dorsett*\DorsTo00,1982,28,1-2,DAL,NFL,9,9.0,177,745,4.21,5,82.8,,24,179,7.46,0,19.9,,,924,5,102.69999999999999,0
1155,1156,Laurence Maroney\MaroLa00,2006,21,1-21,NWE,NFL,14,0.0,175,745,4.26,6,53.2,30.0,22,194,8.82,1,13.9,73.3%,6.47,939,7,67.10000000000001,0
1156,1157,Moe Williams\WillMo00,2003,29,3-75,MIN,NFL,16,7.0,174,745,4.28,5,46.6,87.0,65,644,9.91,3,40.3,74.7%,7.4,1389,8,86.9,0
1157,1158,Derrick Henry\HenrDe00,2017,23,2-45,TEN,NFL,16,2.0,176,744,4.23,5,46.5,17.0,11,136,12.36,1,8.5,64.7%,8.0,880,6,55.0,0
1158,1159,Lee Suggs\SuggLe00,2004,24,4-115,CLE,NFL,10,3.0,199,744,3.74,2,74.4,36.0,20,178,8.9,1,17.8,55.6%,4.94,922,3,92.2,0
1159,1160,Bobby Mitchell*\MitcBo00,1959,24,7-84,CLE,NFL,12,12.0,131,743,5.67,5,61.9,,35,351,10.03,4,29.3,,,1094,9,91.2,0
1160,1161,Alex Webster\WebsAl00,1962,31,11-123,NYG,NFL,14,14.0,207,743,3.59,5,53.1,,47,477,10.15,4,34.1,,,1220,9,87.2,0
1161,1162,Ricky Williams\WillRi00,2005,28,1-5,MIA,NFL,12,3.0,168,743,4.42,6,61.9,20.0,17,93,5.47,0,7.8,85.0%,4.65,836,6,69.7,0
1162,1163,O.J. Simpson*\SimpO.00,1971,24,1-1,BUF,NFL,14,14.0,183,742,4.05,5,53.0,,21,162,7.71,0,11.6,,,904,5,64.6,0
1163,1164,Ryan Torain\ToraRy00,2010,24,5-139,WAS,NFL,10,8.0,164,742,4.52,4,74.2,27.0,18,125,6.94,2,12.5,66.7%,4.63,867,6,86.7,0
1164,1165,Norm Bulaich\BulaNo00,1971,25,1-18,BAL,NFL,13,12.0,152,741,4.88,8,57.0,,25,229,9.16,2,17.6,,,970,10,74.6,0
1165,1166,John Williams\WillJo00,1991,27,1-15,SEA,NFL,16,16.0,188,741,3.94,4,46.3,,61,499,8.18,1,31.2,,,1240,5,77.5,0
1166,1167,Sammy Winder\WindSa00,1987,28,5-131,DEN,NFL,12,10.0,196,741,3.78,6,61.8,,14,74,5.29,1,6.2,,,815,7,68.0,0
1167,1168,Hoyle Granger\GranHo00,1969,25,4-63 5-37AFL,HOU,AFL,13,13.0,186,740,3.98,3,56.9,,27,330,12.22,1,25.4,,,1070,4,82.3,0
1168,1169,Tommy Mason\MasoTo00,1962,23,1-1 1-2AFL,MIN,NFL,14,11.0,167,740,4.43,2,52.9,,36,603,16.75,6,43.1,,,1343,8,96.0,0
1169,1170,Derrick Moore\MoorDe00,1995,28,8-216,CAR,NFL,13,10.0,195,740,3.79,4,56.9,8.0,4,12,3.0,0,0.9,50.0%,1.5,752,4,57.8,0
1170,1171,T.J. Yeldon\YeldT.00,2015,22,2-36,JAX,NFL,12,12.0,182,740,4.07,2,61.7,46.0,36,279,7.75,1,23.3,78.3%,6.07,1019,3,85.0,0
1171,1172,Terry Metcalf\MetcTe00,1977,26,3-63,STL,NFL,14,11.0,149,739,4.96,4,52.8,,34,403,11.85,2,28.8,,,1142,6,81.6,0
1172,1173,Jim Kiick\KiicJi00,1971,25,5-118,MIA,NFL,13,11.0,162,738,4.56,3,56.8,,40,338,8.45,0,26.0,,,1076,3,82.8,0
1173,1174,Marshawn Lynch\LyncMa00,2010,24,1-12,2TM,NFL,16,14.0,202,737,3.65,6,46.1,26.0,22,145,6.59,0,9.1,84.6%,5.58,882,6,55.2,0
1174,1175,Bam Morris\MorrBa00,1996,24,3-91,BAL,NFL,11,7.0,172,737,4.28,4,67.0,31.0,25,242,9.68,1,22.0,80.6%,7.81,979,5,89.0,0
1175,1176,Lamar Smith\SmitLa00,2002,32,3-73,CAR,NFL,11,11.0,209,737,3.53,7,67.0,26.0,20,167,8.35,0,15.2,76.9%,6.42,904,7,82.2,0
1176,1177,Herschel Walker\WalkHe00,1986,24,5-114,DAL,NFL,16,9.0,151,737,4.88,12,46.1,,76,837,11.01,2,52.3,,,1574,14,98.4,0
1177,1178,DeAngelo Williams\WillDe02,2012,29,1-27,CAR,NFL,16,10.0,173,737,4.26,5,46.1,20.0,13,187,14.38,2,11.7,65.0%,9.35,924,7,57.8,0
1178,1179,Tim Hightower\HighTi00,2010,24,5-149,ARI,NFL,16,13.0,153,736,4.81,5,46.0,42.0,21,136,6.48,0,8.5,50.0%,3.24,872,5,54.5,0
1179,1180,Altie Taylor\TaylAl00,1971,24,2-34,DET,NFL,14,14.0,174,736,4.23,4,52.6,,26,270,10.38,1,19.3,,,1006,5,71.9,0
1180,1181,Kevin Mack\MackKe00,1987,25,1-11,CLE,NFL,12,12.0,201,735,3.66,5,61.3,,32,223,6.97,1,18.6,,,958,6,79.9,0
1181,1182,Curtis Martin*\MartCu00,2005,32,3-74,NYJ,NFL,12,12.0,220,735,3.34,5,61.3,30.0,24,118,4.92,0,9.8,80.0%,3.93,853,5,71.1,0
1182,1183,Mike Tolbert\TolbMi00,2010,25,,SDG,NFL,15,4.0,182,735,4.04,11,49.0,29.0,25,216,8.64,0,14.4,86.2%,7.45,951,11,63.4,0
1183,1184,Ronnie Brown\BrowRo05,2010,29,1-2,MIA,NFL,16,16.0,200,734,3.67,5,45.9,43.0,33,242,7.33,0,15.1,76.7%,5.63,976,5,61.0,0
1184,1185,Johnny Johnson\JohnJo00,1992,24,7-169,PHO,NFL,12,8.0,178,734,4.12,6,61.2,19.0,14,103,7.36,0,8.6,73.7%,5.42,837,6,69.8,0
1185,1186,Jim Taylor*\TaylJi00,1965,30,2-15,GNB,NFL,14,14.0,207,734,3.55,4,52.4,,20,207,10.35,0,14.8,,,941,4,67.2,0
1186,1187,Corey Dillon\DillCo00,2005,31,2-43,NWE,NFL,12,10.0,209,733,3.51,12,61.1,26.0,22,181,8.23,1,15.1,84.6%,6.96,914,13,76.2,0
1187,1188,Rashad Jennings\JennRa00,2013,28,7-250,OAK,NFL,15,8.0,163,733,4.5,6,48.9,48.0,36,292,8.11,0,19.5,75.0%,6.08,1025,6,68.4,0
1188,1189,Mike Garrett\GarrMi00,1969,25,2-18 20-178AFL,KAN,AFL,14,14.0,168,732,4.36,6,52.3,,43,432,10.05,2,30.9,,,1164,8,83.19999999999999,0
1189,1190,Fred Taylor\TaylFr00,1999,23,1-9,JAX,NFL,10,9.0,159,732,4.6,6,73.2,15.0,10,83,8.3,0,8.3,66.7%,5.53,815,6,81.5,0
1190,1191,Harold Green\GreeHa00,1991,23,2-38,CIN,NFL,14,10.0,158,731,4.63,2,52.2,,16,136,8.5,0,9.7,,,867,2,61.900000000000006,0
1191,1192,Doug Kotar\KotaDo00,1976,25,,NYG,NFL,14,14.0,185,731,3.95,3,52.2,,36,319,8.86,0,22.8,,,1050,3,75.0,0
1192,1193,Willis McGahee\McGaWi00,2012,31,1-23,DEN,NFL,10,9.0,167,731,4.38,4,73.1,33.0,26,221,8.5,0,22.1,78.8%,6.7,952,4,95.19999999999999,0
1193,1194,Giovani Bernard\BernGi00,2015,24,2-37,CIN,NFL,16,1.0,154,730,4.74,2,45.6,66.0,49,472,9.63,0,29.5,74.2%,7.15,1202,2,75.1,0
1194,1195,Natrone Means\MeanNa00,1995,23,2-41,SDG,NFL,10,9.0,186,730,3.92,5,73.0,9.0,7,46,6.57,0,4.6,77.8%,5.11,776,5,77.6,0
1195,1196,LaDainian Tomlinson*\TomlLa00,2009,30,1-5,SDG,NFL,14,14.0,223,730,3.27,12,52.1,30.0,20,154,7.7,0,11.0,66.7%,5.13,884,12,63.1,0
1196,1197,Eric Dickerson*\DickEr00,1992,32,1-2,RAI,NFL,16,15.0,187,729,3.9,2,45.6,22.0,14,85,6.07,1,5.3,63.6%,3.86,814,3,50.9,0
1197,1198,Travis Henry\HenrTr00,2001,23,2-58,BUF,NFL,13,12.0,213,729,3.42,4,56.1,27.0,22,179,8.14,0,13.8,81.5%,6.63,908,4,69.9,0
1198,1199,Floyd Little*\LittFl00,1969,27,1-6,DEN,AFL,9,9.0,146,729,4.99,6,81.0,,19,218,11.47,1,24.2,,,947,7,105.2,0
1199,1200,Selvin Young\YounSe00,2007,24,,DEN,NFL,15,8.0,140,729,5.21,1,48.6,43.0,35,231,6.6,0,15.4,81.4%,5.37,960,1,64.0,0
1200,1201,Aaron Jones\JoneAa00,2018,24,5-182,GNB,NFL,12,8.0,133,728,5.47,8,60.7,35.0,26,206,7.92,1,17.2,74.3%,5.89,934,9,77.9,0
1201,1202,Alvin Kamara\KamaAl00,2017,22,3-67,NOR,NFL,16,3.0,120,728,6.07,8,45.5,100.0,81,826,10.2,5,51.6,81.0%,8.26,1554,13,97.1,0
1202,1203,Blair Thomas\ThomBl00,1991,24,1-2,NYJ,NFL,16,12.0,189,728,3.85,3,45.5,,30,195,6.5,1,12.2,,,923,4,57.7,0
1203,1204,Don Calhoun\CalhDo00,1977,25,10-249,NWE,NFL,14,14.0,198,727,3.67,4,51.9,,13,152,11.69,0,10.9,,,879,4,62.8,0
1204,1205,Sammy Morris\MorrSa00,2008,31,5-156,NWE,NFL,13,7.0,156,727,4.66,7,55.9,24.0,17,161,9.47,0,12.4,70.8%,6.71,888,7,68.3,0
1205,1206,Kevin Mack\MackKe00,1991,29,1-11,CLE,NFL,14,11.0,197,726,3.69,8,51.9,,40,255,6.38,2,18.2,,,981,10,70.1,0
1206,1207,Stump Mitchell\MitcSt00,1988,29,9-226,PHO,NFL,14,14.0,164,726,4.43,4,51.9,,25,214,8.56,1,15.3,,,940,5,67.2,0
1207,1208,Don Perkins\PerkDo00,1966,28,9-106,DAL,NFL,14,14.0,186,726,3.9,8,51.9,,23,231,10.04,0,16.5,,,957,8,68.4,0
1208,1209,Roger Craig\CraiRo00,1983,23,2-49,SFO,NFL,16,13.0,176,725,4.12,8,45.3,,48,427,8.9,4,26.7,,,1152,12,72.0,0
1209,1210,Jon Keyworth\KeywJo00,1975,25,6-144,DEN,NFL,14,14.0,182,725,3.98,3,51.8,,42,314,7.48,1,22.4,,,1039,4,74.19999999999999,0
1210,1211,Terry Allen\AlleTe00,1997,29,9-241,WAS,NFL,10,10.0,210,724,3.45,4,72.4,29.0,20,172,8.6,1,17.2,69.0%,5.93,896,5,89.60000000000001,0
1211,1212,Clark Gaines\GainCl00,1976,22,,NYJ,NFL,14,8.0,157,724,4.61,3,51.7,,41,400,9.76,2,28.6,,,1124,5,80.30000000000001,0
1212,1213,Ronald Jones\JoneRo01,2019,22,2-38,TAM,NFL,16,9.0,172,724,4.21,6,45.3,40.0,31,309,9.97,0,19.3,77.5%,7.73,1033,6,64.6,0
1213,1214,Derek Loville\LoviDe00,1995,27,,SFO,NFL,16,16.0,218,723,3.32,10,45.2,110.0,87,662,7.61,3,41.4,79.1%,6.02,1385,13,86.6,0
1214,1215,Doug Martin\MartDo00,2018,29,1-31,OAK,NFL,16,9.0,172,723,4.2,4,45.2,24.0,18,116,6.44,0,7.3,75.0%,4.83,839,4,52.5,0
1215,1216,James Stewart\StewJa00,1996,25,1-19,JAX,NFL,13,11.0,190,723,3.81,8,55.6,40.0,30,177,5.9,2,13.6,75.0%,4.43,900,10,69.2,0
1216,1217,Junior Coffey\CoffJu00,1966,24,7-94 16-122AFL,ATL,NFL,14,14.0,199,722,3.63,4,51.6,,15,182,12.13,1,13.0,,,904,5,64.6,0
1217,1218,Junior Coffey\CoffJu00,1967,25,7-94 16-122AFL,ATL,NFL,14,14.0,180,722,4.01,4,51.6,,30,196,6.53,1,14.0,,,918,5,65.6,0
1218,1219,Frank Gore\GoreFr00,2018,35,3-65,MIA,NFL,14,14.0,156,722,4.63,0,51.6,16.0,12,124,10.33,1,8.9,75.0%,7.75,846,1,60.5,0
1219,1220,Bilal Powell\PoweBi00,2016,28,4-126,NYJ,NFL,16,4.0,131,722,5.51,3,45.1,74.0,58,388,6.69,2,24.3,78.4%,5.24,1110,5,69.4,0
1220,1221,Don Calhoun\CalhDo00,1976,24,10-249,NWE,NFL,14,3.0,129,721,5.59,1,51.5,,12,56,4.67,0,4.0,,,777,1,55.5,0
1221,1222,Robert Newhouse\NewhRo00,1977,27,2-35,DAL,NFL,14,14.0,180,721,4.01,3,51.5,,16,106,6.63,1,7.6,,,827,4,59.1,0
1222,1223,Ed Podolak\PodoEd00,1973,26,2-48,KAN,NFL,14,13.0,210,721,3.43,3,51.5,,55,445,8.09,0,31.8,,,1166,3,83.3,0
1223,1224,Anthony Thomas\ThomAn01,2002,25,2-38,CHI,NFL,12,12.0,214,721,3.37,6,60.1,41.0,24,163,6.79,0,13.6,58.5%,3.98,884,6,73.7,0
1224,1225,Andre Williams\WillAn00,2014,22,4-113,NYG,NFL,16,7.0,217,721,3.32,7,45.1,37.0,18,130,7.22,0,8.1,48.6%,3.51,851,7,53.2,0
1225,1226,C.J. Anderson\AndeC.00,2015,24,,DEN,NFL,15,6.0,152,720,4.74,5,48.0,36.0,25,183,7.32,0,12.2,69.4%,5.08,903,5,60.2,0
1226,1227,Dexter Bussey\BussDe00,1980,28,3-65,DET,NFL,16,16.0,145,720,4.97,3,45.0,,39,364,9.33,0,22.8,,,1084,3,67.8,0
1227,1228,Earl Cooper\CoopEa00,1980,23,1-13,SFO,NFL,16,16.0,171,720,4.21,5,45.0,,83,567,6.83,4,35.4,,,1287,9,80.4,0
1228,1229,Warrick Dunn\DunnWa00,2007,32,1-12,ATL,NFL,16,15.0,227,720,3.17,4,45.0,59.0,37,238,6.43,0,14.9,62.7%,4.03,958,4,59.9,0
1229,1230,Allen Pinkett\PinkAl00,1991,27,3-61,HOU,NFL,16,16.0,171,720,4.21,9,45.0,,29,228,7.86,1,14.3,,,948,10,59.3,0
1230,1231,Michael Pittman\PittMi00,2000,25,4-95,ARI,NFL,16,12.0,184,719,3.91,4,44.9,91.0,73,579,7.93,2,36.2,80.2%,6.36,1298,6,81.1,0
1231,1232,Altie Taylor\TaylAl00,1973,26,2-34,DET,NFL,13,13.0,176,719,4.09,5,55.3,,27,252,9.33,0,19.4,,,971,5,74.69999999999999,0
1232,1233,Tim Biakabutuka\BiakTi00,1999,25,1-8,CAR,NFL,11,11.0,138,718,5.2,6,65.3,29.0,23,189,8.22,0,17.2,79.3%,6.52,907,6,82.5,0
1233,1234,Gus Edwards\EdwaGu00,2018,23,,BAL,NFL,11,6.0,137,718,5.24,2,65.3,2.0,2,20,10.0,0,1.8,100.0%,10.0,738,2,67.1,0
1234,1235,Terry Metcalf\MetcTe00,1974,23,3-63,STL,NFL,14,13.0,152,718,4.72,6,51.3,,50,377,7.54,1,26.9,,,1095,7,78.19999999999999,0
1235,1236,Don Nottingham\NottDo00,1975,26,17-441,MIA,NFL,14,13.0,168,718,4.27,12,51.3,,9,66,7.33,0,4.7,,,784,12,56.0,0
1236,1237,Michael Pittman\PittMi00,2002,27,4-95,TAM,NFL,16,15.0,204,718,3.52,1,44.9,86.0,59,477,8.08,0,29.8,68.6%,5.55,1195,1,74.7,0
1237,1238,Mel Farr\FarrMe00,1970,26,1-7,DET,NFL,12,12.0,166,717,4.32,9,59.8,,29,213,7.34,2,17.8,,,930,11,77.6,0
1238,1239,Fred Lane\LaneFr00,1998,23,,CAR,NFL,14,11.0,205,717,3.5,5,51.2,15.0,12,85,7.08,0,6.1,80.0%,5.67,802,5,57.300000000000004,0
1239,1240,Mike Rozier\RoziMi00,1990,29,1-2,2TM,NFL,16,5.0,163,717,4.4,3,44.8,,13,105,8.08,0,6.6,,,822,3,51.4,0
1240,1241,DeAngelo Williams\WillDe02,2007,24,1-27,CAR,NFL,16,0.0,144,717,4.98,4,44.8,38.0,23,175,7.61,1,10.9,60.5%,4.61,892,5,55.699999999999996,0
1241,1242,Shaun Alexander\AlexSh00,2007,30,1-19,SEA,NFL,13,10.0,207,716,3.46,4,55.1,25.0,14,76,5.43,1,5.8,56.0%,3.04,792,5,60.9,0
1242,1243,Chris Ivory\IvorCh00,2010,22,,NOR,NFL,12,4.0,137,716,5.23,5,59.7,1.0,1,17,17.0,0,1.4,100.0%,17.0,733,5,61.1,0
1243,1244,George Wonsley\WonsGe00,1985,25,4-103,IND,NFL,16,9.0,138,716,5.19,6,44.8,,30,257,8.57,0,16.1,,,973,6,60.9,0
1244,1245,Napoleon Kaufman\KaufNa00,1999,26,1-18,OAK,NFL,16,5.0,138,714,5.17,2,44.6,25.0,18,181,10.06,1,11.3,72.0%,7.24,895,3,55.900000000000006,0
1245,1246,Larry Kinnebrew\KinnLa00,1985,26,6-165,CIN,NFL,12,11.0,170,714,4.2,9,59.5,,22,187,8.5,1,15.6,,,901,10,75.1,0
1246,1247,Alvin Maxson\MaxsAl00,1974,23,8-201,NOR,NFL,14,13.0,165,714,4.33,2,51.0,,42,294,7.0,1,21.0,,,1008,3,72.0,0
1247,1248,John Riggins*\RiggJo00,1981,32,1-6,WAS,NFL,15,4.0,195,714,3.66,13,47.6,,6,59,9.83,0,3.9,,,773,13,51.5,0
1248,1249,Chester Taylor\TaylCh01,2004,25,6-207,BAL,NFL,16,4.0,160,714,4.46,2,44.6,38.0,30,184,6.13,0,11.5,78.9%,4.84,898,2,56.1,0
1249,1250,Tom Tracy\TracTo00,1958,24,5-50,PIT,NFL,12,8.0,169,714,4.22,5,59.5,,32,535,16.72,4,44.6,,,1249,9,104.1,0
1250,1251,John Williams\WillJo00,1990,26,1-15,SEA,NFL,16,16.0,187,714,3.82,3,44.6,,73,699,9.58,0,43.7,,,1413,3,88.30000000000001,0
1251,1252,Sammy Winder\WindSa00,1985,26,5-131,DEN,NFL,14,12.0,199,714,3.59,8,51.0,,31,197,6.35,0,14.1,,,911,8,65.1,0
1252,1253,Leonard Russell\RussLe00,1996,27,1-14,SDG,NFL,15,15.0,219,713,3.26,7,47.5,18.0,13,180,13.85,0,12.0,72.2%,10.0,893,7,59.5,0
1253,1254,Gus Edwards\EdwaGu00,2019,24,,BAL,NFL,16,1.0,133,711,5.35,2,44.4,7.0,7,45,6.43,0,2.8,100.0%,6.43,756,2,47.199999999999996,0
1254,1255,Barry Foster\FostBa00,1993,25,5-128,PIT,NFL,9,9.0,177,711,4.02,8,79.0,34.0,27,217,8.04,1,24.1,79.4%,6.38,928,9,103.1,0
1255,1256,Andra Franklin\FranAn00,1981,22,2-56,MIA,NFL,16,11.0,201,711,3.54,7,44.4,,3,6,2.0,1,0.4,,,717,8,44.8,0
1256,1257,Roosevelt Potts\PottRo00,1993,22,2-49,IND,NFL,16,15.0,179,711,3.97,0,44.4,34.0,26,189,7.27,0,11.8,76.5%,5.56,900,0,56.2,0
1257,1258,Ernie Green\GreeEr01,1967,29,14-196,CLE,NFL,13,12.0,145,710,4.9,4,54.6,,39,369,9.46,2,28.4,,,1079,6,83.0,0
1258,1259,Marcus Allen*\AlleMa00,1994,34,1-10,KAN,NFL,13,13.0,189,709,3.75,7,54.5,60.0,42,349,8.31,0,26.8,70.0%,5.82,1058,7,81.3,0
1259,1260,Lamar Miller\MillLa01,2013,22,4-97,MIA,NFL,16,15.0,177,709,4.01,2,44.3,35.0,26,170,6.54,0,10.6,74.3%,4.86,879,2,54.9,0
1260,1261,Tony Galbreath\GalbTo00,1979,25,2-32,NOR,NFL,15,15.0,189,708,3.75,9,47.2,,58,484,8.34,1,32.3,,,1192,10,79.5,0
1261,1262,Wilbur Jackson\JackWi01,1980,29,1-9,WAS,NFL,16,14.0,176,708,4.02,3,44.3,,27,279,10.33,1,17.4,,,987,4,61.699999999999996,0
1262,1263,Ed Podolak\PodoEd00,1971,24,2-48,KAN,NFL,13,11.0,184,708,3.85,9,54.5,,36,252,7.0,0,19.4,,,960,9,73.9,0
1263,1264,Rickey Young\YounRi00,1979,26,7-164,MIN,NFL,16,16.0,188,708,3.77,3,44.3,,72,519,7.21,4,32.4,,,1227,7,76.69999999999999,0
1264,1265,Bubba Bean\BeanBu00,1978,24,1-9,ATL,NFL,15,15.0,193,707,3.66,3,47.1,,31,209,6.74,1,13.9,,,916,4,61.0,0
1265,1266,Willie Galimore\GaliWi00,1961,26,5-58,CHI,NFL,14,12.0,153,707,4.62,4,50.5,,33,502,15.21,3,35.9,,,1209,7,86.4,0
1266,1267,Steven Jackson\JackSt00,2014,31,1-24,ATL,NFL,15,15.0,190,707,3.72,6,47.1,27.0,20,148,7.4,0,9.9,74.1%,5.48,855,6,57.0,0
1267,1268,Ryan Mathews\MathRy00,2012,25,1-12,SDG,NFL,12,9.0,184,707,3.84,1,58.9,56.0,39,252,6.46,0,21.0,69.6%,4.5,959,1,79.9,0
1268,1269,Darren McFadden\McFaDa00,2012,25,1-4,OAK,NFL,12,12.0,216,707,3.27,2,58.9,63.0,42,258,6.14,1,21.5,66.7%,4.1,965,3,80.4,0
