Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,RECTgt,RECRec,RECYds,RECY/R,RECTD,RECY/G,RECCtch%,RECY/Tgt
1312,Wray Carlton\CarlWr00,1966,29,3-26,BUF,AFL,14,,156,696,4.46,6,49.7,,21,280,13.33,0,20.0,,
1313,Gerry Ellis\ElliGe00,1983,26,7-192,GNB,NFL,15,14,141,696,4.94,4,46.4,,52,603,11.60,2,40.2,,
1314,Earnest Jackson\JackEa00,1987,28,8-202,PIT,NFL,12,9,180,696,3.87,1,58.0,,7,52,7.43,0,4.3,,
1315,Giovani Bernard\BernGi00,2013,22,2-37,CIN,NFL,16,0,170,695,4.09,5,43.4,71,56,514,9.18,3,32.1,78.9%,7.24
1316,Jonathan Linton\LintJo00,1999,25,5-131,BUF,NFL,16,2,205,695,3.39,5,43.4,37,29,228,7.86,1,14.3,78.4%,6.16
1317,Johnny Roland\RolaJo00,1966,23,4-54,STL,NFL,14,13,192,695,3.62,5,49.6,,21,213,10.14,0,15.2,,
1318,Matt Snell\SnelMa00,1969,28,4-49 1-3AFL,NYJ,AFL,14,13,191,695,3.64,4,49.6,,22,187,8.50,1,13.4,,
1319,Mark Higgs\HiggMa00,1993,27,8-205,MIA,NFL,16,8,186,693,3.73,3,43.3,12,10,72,7.20,0,4.5,83.3%,6.00
1320,Horace Ivory\IvorHo00,1978,24,2-44,NWE,NFL,15,3,141,693,4.91,11,46.2,,14,122,8.71,0,8.1,,
1321,Ted McKnight\McKnTe00,1980,26,2-57,KAN,NFL,16,16,206,693,3.36,3,43.3,,38,320,8.42,0,20.0,,
1322,Robert Smith\SmitRo00,1996,24,1-21,MIN,NFL,8,7,162,692,4.27,3,86.5,14,7,39,5.57,0,4.9,50.0%,2.79
1323,John Fuqua\FuquJo00,1970,24,11-273,PIT,NFL,14,14,138,691,5.01,7,49.4,,23,289,12.57,2,20.6,,
1324,Carl Garrett\GarrCa00,1969,22,3-58,BOS,AFL,14,9,137,691,5.04,5,49.4,,29,267,9.21,2,19.1,,
1325,Travis Henry\HenrTr00,2007,29,2-58,DEN,NFL,12,7,167,691,4.14,4,57.6,14,7,65,9.29,0,5.4,50.0%,4.64
1326,Tommy Mason\MasoTo00,1964,25,1-1 1-2AFL,MIN,NFL,13,12,169,691,4.09,4,53.2,,26,239,9.19,1,18.4,,
1327,Ron Dayne\DaynRo00,2001,23,1-11,NYG,NFL,16,7,180,690,3.83,7,43.1,11,8,67,8.38,0,4.2,72.7%,6.09
1328,Jerry Eckwood\EckwJe00,1979,25,3-60,TAM,NFL,16,10,194,690,3.56,2,43.1,,22,268,12.18,0,16.8,,
1329,Don Perkins\PerkDo00,1965,27,9-106,DAL,NFL,13,13,177,690,3.90,0,53.1,,14,142,10.14,0,10.9,,
1330,Kevin Jones\JoneKe02,2006,24,1-30,DET,NFL,12,12,181,689,3.81,6,57.4,78,61,520,8.52,2,43.3,78.2%,6.67
1331,John Settle\SettJo00,1989,24,,ATL,NFL,15,15,179,689,3.85,3,45.9,,39,316,8.10,2,21.1,,
1332,John Cappelletti\CappJo00,1976,24,1-11,RAM,NFL,14,14,177,688,3.89,1,49.1,,30,302,10.07,1,21.6,,
1333,Robert Delpino\DelpRo00,1991,26,5-117,RAM,NFL,16,15,214,688,3.21,9,43.0,,55,617,11.22,1,38.6,,
1334,Archie Griffin\GrifAr00,1979,25,1-24,CIN,NFL,16,15,140,688,4.91,0,43.0,,43,417,9.70,2,26.1,,
1335,Garry James\JameGa00,1986,23,2-29,DET,NFL,16,15,159,688,4.33,3,43.0,,34,219,6.44,0,13.7,,
1336,Billy Ray Barnes\BarnBi00,1959,24,2-19,PHI,NFL,12,12,181,687,3.80,7,57.3,,32,314,9.81,2,26.2,,
1337,Rashard Mendenhall\MendRa00,2013,26,1-23,ARI,NFL,15,15,217,687,3.17,8,45.8,21,18,134,7.44,0,8.9,85.7%,6.38
1338,Billy Sims\SimsBi00,1984,29,1-1,DET,NFL,8,8,130,687,5.28,5,85.9,,31,239,7.71,0,29.9,,
1339,Charlie Smith\SmitCh01,1972,26,4-110,OAK,NFL,14,13,170,686,4.04,8,49.0,,28,353,12.61,2,25.2,,
1340,Isaiah Crowell\CrowIs00,2018,25,,NYJ,NFL,13,6,143,685,4.79,6,52.7,28,21,152,7.24,0,11.7,75.0%,5.43
1341,Felix Jones\JoneFe00,2009,22,1-22,DAL,NFL,14,1,116,685,5.91,3,48.9,22,19,119,6.26,0,8.5,86.4%,5.41
1342,Tony Nathan\NathTo00,1983,27,3-61,MIA,NFL,16,12,151,685,4.54,3,42.8,,52,461,8.87,1,28.8,,
1343,Heath Sherman\SherHe00,1990,23,6-162,PHI,NFL,14,6,164,685,4.18,1,48.9,,23,167,7.26,3,11.9,,
1344,James Stewart\StewJa00,2001,30,1-19,DET,NFL,11,10,143,685,4.79,1,62.3,26,23,242,10.52,1,22.0,88.5%,9.31
1345,Ronnie Coleman\ColeRo00,1976,25,,HOU,NFL,13,13,171,684,4.00,2,52.6,,40,247,6.18,3,19.0,,
1346,Herman Heard\HearHe00,1984,23,3-61,KAN,NFL,16,9,165,684,4.15,4,42.8,,25,223,8.92,0,13.9,,
1347,Barry Word\WordBa00,1991,28,3-62,KAN,NFL,16,3,160,684,4.28,4,42.8,,2,13,6.50,0,0.8,,
1348,Jon Arnett\ArneJo00,1958,23,1-2,RAM,NFL,12,12,133,683,5.14,6,56.9,,35,494,14.11,1,41.2,,
1349,Marion Butts\ButtMa00,1989,23,7-183,SDG,NFL,15,5,170,683,4.02,9,45.5,,7,21,3.00,0,1.4,,
1350,Marcus Allen*\AlleMa00,1990,30,1-10,RAI,NFL,16,15,179,682,3.81,12,42.6,,15,189,12.60,1,11.8,,
1351,Michael Bennett\BennMi00,2001,23,1-27,MIN,NFL,13,13,172,682,3.97,2,52.5,38,29,226,7.79,1,17.4,76.3%,5.95
1352,Charlie Smith\SmitCh01,1973,27,4-110,OAK,NFL,14,14,173,682,3.94,4,48.7,,28,260,9.29,1,18.6,,
1353,Scott Dierking\DierSc00,1978,23,4-90,NYJ,NFL,15,13,170,681,4.01,4,45.4,,19,152,8.00,0,10.1,,
1354,Paul Hornung*\HornPa00,1959,24,1-1,GNB,NFL,12,12,152,681,4.48,7,56.8,,15,113,7.53,0,9.4,,
1355,Dave Osborn\OsboDa00,1970,27,13-176,MIN,NFL,14,10,207,681,3.29,5,48.6,,23,202,8.78,1,14.4,,
1356,Charlie Smith\SmitCh01,1970,24,4-110,OAK,NFL,14,14,168,681,4.05,3,48.6,,23,173,7.52,2,12.4,,
1357,Matt Suhey\SuheMa00,1983,25,2-46,CHI,NFL,16,13,149,681,4.57,4,42.6,,49,429,8.76,1,26.8,,
1358,Mike Alstott\AlstMi00,2001,28,2-35,TAM,NFL,16,16,165,680,4.12,10,42.5,50,35,231,6.60,1,14.4,70.0%,4.62
1359,Giovani Bernard\BernGi00,2014,23,2-37,CIN,NFL,13,9,168,680,4.05,5,52.3,59,43,349,8.12,2,26.8,72.9%,5.92
1360,Ricky Ervins\ErviRi00,1991,23,3-76,WAS,NFL,15,0,145,680,4.69,3,45.3,,16,181,11.31,1,12.1,,
1361,John Riggins*\RiggJo00,1974,25,1-6,NYJ,NFL,10,10,169,680,4.02,5,68.0,,19,180,9.47,2,18.0,,
1362,Lamar Smith\SmitLa00,1996,26,3-73,SEA,NFL,16,2,153,680,4.44,8,42.5,16,9,58,6.44,0,3.6,56.3%,3.63
1363,Jonathan Stewart\StewJo00,2017,30,1-13,CAR,NFL,15,10,198,680,3.43,6,45.3,15,8,52,6.50,1,3.5,53.3%,3.47
1364,Tom Tracy\TracTo00,1960,26,5-50,PIT,NFL,12,12,192,680,3.54,5,56.7,,24,349,14.54,4,29.1,,
1365,Alan Ameche\AmecAl00,1959,26,1-3,BAL,NFL,12,11,178,679,3.81,7,56.6,,13,129,9.92,1,10.8,,
1366,Donny Anderson\AndeDo00,1973,30,1-7,STL,NFL,14,13,167,679,4.07,10,48.5,,41,409,9.98,3,29.2,,
1367,Ricky Bell\BellRi01,1978,23,1-1,TAM,NFL,12,9,185,679,3.67,6,56.6,,15,122,8.13,0,10.2,,
1368,Cid Edwards\EdwaCi00,1972,29,,SDG,NFL,12,12,157,679,4.32,5,56.6,,40,557,13.93,2,46.4,,
1369,Dick Hoak\HoakDi00,1963,24,7-90,PIT,NFL,12,12,216,679,3.14,6,56.6,,11,118,10.73,1,9.8,,
1370,Walter Payton*\PaytWa00,1975,21,1-4,CHI,NFL,13,7,196,679,3.46,7,52.2,,33,213,6.45,0,16.4,,
1371,Mike Anderson\AndeMi00,2001,28,6-189,DEN,NFL,16,7,175,678,3.87,4,42.4,12,8,46,5.75,0,2.9,66.7%,3.83
1372,Ryan Mathews\MathRy00,2010,23,1-12,SDG,NFL,12,9,158,678,4.29,7,56.5,26,22,145,6.59,0,12.1,84.6%,5.58
1373,Tyrone Wheatley\WheaTy00,2003,31,1-17,OAK,NFL,15,5,159,678,4.26,4,45.2,18,12,120,10.00,0,8.0,66.7%,6.67
1374,Mike Bell\BellMi00,2006,23,,DEN,NFL,15,3,157,677,4.31,8,45.1,27,20,158,7.90,0,10.5,74.1%,5.85
1375,Eric Dickerson*\DickEr00,1990,30,1-2,IND,NFL,11,8,166,677,4.08,4,61.5,,18,92,5.11,0,8.4,,
1376,Lawrence Phillips\PhilLa00,1997,22,1-6,2TM,NFL,12,9,201,677,3.37,8,56.4,19,11,39,3.55,0,3.3,57.9%,2.05
1377,John Riggins*\RiggJo00,1985,36,1-6,WAS,NFL,12,11,176,677,3.85,8,56.4,,6,18,3.00,0,1.5,,
1378,Kevan Barlow\BarlKe00,2002,23,3-80,SFO,NFL,14,0,145,675,4.66,4,48.2,21,14,136,9.71,1,9.7,66.7%,6.48
1379,Andy Johnson\JohnAn01,1978,26,5-112,NWE,NFL,15,13,147,675,4.59,3,45.0,,26,267,10.27,0,17.8,,
1380,Clint Jones\JoneCl00,1971,26,1-2,MIN,NFL,14,10,180,675,3.75,4,48.2,,9,98,10.89,0,7.0,,
1381,Don McCauley\McCaDo00,1972,23,1-22,BAL,NFL,14,10,178,675,3.79,2,48.2,,30,256,8.53,2,18.3,,
1382,Joe Perry*\PerrJo00,1961,34,,BAL,NFL,13,13,168,675,4.02,3,51.9,,34,322,9.47,1,24.8,,
1383,Cedric Benson\BensCe00,2007,25,1-4,CHI,NFL,11,11,196,674,3.44,4,61.3,27,17,123,7.24,0,11.2,63.0%,4.56
1384,Don Bosseler\BossDo00,1957,21,1-9,WAS,NFL,12,10,167,673,4.03,7,56.1,,19,152,8.00,0,12.7,,
1385,Boyce Green\GreeBo00,1984,24,11-288,CLE,NFL,16,10,202,673,3.33,0,42.1,,12,124,10.33,1,7.8,,
1386,Steven Jackson\JackSt00,2004,21,1-24,STL,NFL,14,3,134,673,5.02,4,48.1,24,19,189,9.95,0,13.5,79.2%,7.88
1387,Terrance West\WestTe00,2014,23,3-94,CLE,NFL,14,6,171,673,3.94,4,48.1,13,11,64,5.82,1,4.6,84.6%,4.92
1388,Ricky Williams\WillRi00,2010,33,1-5,MIA,NFL,16,0,159,673,4.23,2,42.1,30,19,141,7.42,1,8.8,63.3%,4.70
1389,Pete Banaszak\BanaPe00,1975,31,5-59 5-59AFL,OAK,NFL,14,0,187,672,3.59,16,48.0,,10,64,6.40,0,4.6,,
1390,Warrick Dunn\DunnWa00,2003,28,1-12,ATL,NFL,11,6,125,672,5.38,3,61.1,52,37,336,9.08,2,30.5,71.2%,6.46
1391,Boobie Clark\ClarBo00,1976,26,12-302,CIN,NFL,13,9,151,671,4.44,7,51.6,,23,158,6.87,1,12.2,,
1392,Paul Hornung*\HornPa00,1960,25,1-1,GNB,NFL,12,12,160,671,4.19,13,55.9,,28,257,9.18,2,21.4,,
1393,Willis McGahee\McGaWi00,2008,27,1-23,BAL,NFL,13,8,170,671,3.95,7,51.6,32,24,173,7.21,0,13.3,75.0%,5.41
1394,Delvin Williams\WillDe01,1980,29,2-49,MIA,NFL,15,10,187,671,3.59,2,44.7,,31,207,6.68,0,13.8,,
1395,Tom Woodeshick\WoodTo01,1967,26,8-102 4-28AFL,PHI,NFL,14,13,155,670,4.32,6,47.9,,34,391,11.50,4,27.9,,
1396,Mike Strachan\StraMi00,1975,22,9-216,NOR,NFL,11,11,161,668,4.15,2,60.7,,30,224,7.47,0,20.4,,
1397,BenJarvus Green-Ellis\GreeBe00,2011,26,,NWE,NFL,16,6,181,667,3.69,11,41.7,13,9,159,17.67,0,9.9,69.2%,12.23
1398,Greg Hill\HillGr00,1995,23,1-25,KAN,NFL,16,1,155,667,4.30,1,41.7,14,7,45,6.43,0,2.8,50.0%,3.21
1399,Tony Nathan\NathTo00,1985,29,3-61,MIA,NFL,16,15,143,667,4.66,5,41.7,,72,651,9.04,1,40.7,,
1400,Brad Baxter\BaxtBr00,1991,24,11-303,NYJ,NFL,16,14,184,666,3.62,11,41.6,,12,124,10.33,0,7.8,,
1401,Jerome Bettis*\BettJe00,2002,30,1-10,PIT,NFL,13,11,187,666,3.56,9,51.2,9,7,57,8.14,0,4.4,77.8%,6.33
1402,John David Crow\CrowJo00,1959,24,1-2,CRD,NFL,12,11,140,666,4.76,3,55.5,,27,328,12.15,4,27.3,,
1403,Sam Cunningham\CunnSa00,1975,25,1-11,NWE,NFL,13,13,169,666,3.94,6,51.2,,32,253,7.91,2,19.5,,
1404,Johnny Johnson\JohnJo00,1991,23,7-169,PHO,NFL,15,13,196,666,3.40,4,44.4,,29,225,7.76,2,15.0,,
1405,Altie Taylor\TaylAl00,1970,23,2-34,DET,NFL,14,14,198,666,3.36,2,47.6,,27,261,9.67,2,18.6,,
1406,Mike Alstott\AlstMi00,1997,24,2-35,TAM,NFL,15,15,176,665,3.78,7,44.3,33,23,178,7.74,3,11.9,69.7%,5.39
1407,John Fuqua\FuquJo00,1972,26,11-273,PIT,NFL,13,13,150,665,4.43,4,51.2,,18,152,8.44,0,11.7,,
1408,Richard Huntley\HuntRi00,2001,29,4-117,CAR,NFL,14,9,165,665,4.03,2,47.5,32,21,101,4.81,1,7.2,65.6%,3.16
1409,Kevin Mack\MackKe00,1986,24,1-11,CLE,NFL,12,12,174,665,3.82,10,55.4,,28,292,10.43,0,24.3,,
1410,Kevin Jones\JoneKe02,2005,23,1-30,DET,NFL,13,13,186,664,3.57,5,51.1,28,20,109,5.45,0,8.4,71.4%,3.89
1411,Brad Muster\MustBr00,1990,25,1-23,CHI,NFL,16,15,141,664,4.71,6,41.5,,47,452,9.62,0,28.3,,
1412,Jim Otis\OtisJi00,1978,30,9-218,STL,NFL,15,9,197,664,3.37,8,44.3,,8,38,4.75,0,2.5,,
1413,Jim Otis\OtisJi00,1974,26,9-218,STL,NFL,14,12,158,664,4.20,1,47.4,,19,109,5.74,0,7.8,,
1414,Chris Johnson\JohnCh04,2014,29,1-24,NYJ,NFL,16,6,155,663,4.28,1,41.4,34,24,151,6.29,1,9.4,70.6%,4.44
1415,Julius Jones\JoneJu01,2009,28,2-43,SEA,NFL,14,14,177,663,3.75,2,47.4,43,35,232,6.63,2,16.6,81.4%,5.40
1416,DeMarco Murray\MurrDe00,2012,24,3-71,DAL,NFL,10,10,161,663,4.12,4,66.3,42,35,251,7.17,0,25.1,83.3%,5.98
1417,Jess Phillips\PhilJe00,1973,26,4-84,NOR,NFL,14,14,198,663,3.35,0,47.4,,22,169,7.68,0,12.1,,
1418,Dickie Post\PostDi00,1967,22,4-94,SDG,AFL,13,,161,663,4.12,7,51.0,,32,278,8.69,1,21.4,,
1419,Edgerrin James*\JameEd00,2001,23,1-4,IND,NFL,6,6,151,662,4.38,3,110.3,29,24,193,8.04,0,32.2,82.8%,6.66
1420,Tom Matte\MattTo00,1968,29,1-7 5-37AFL,BAL,NFL,14,14,183,662,3.62,9,47.3,,25,275,11.00,1,19.6,,
1421,Mewelde Moore\MoorMe00,2005,23,4-119,MIN,NFL,16,8,155,662,4.27,1,41.4,49,37,339,9.16,2,21.2,75.5%,6.92
1422,Mike Rozier\RoziMi00,1986,25,1-2,HOU,NFL,13,13,199,662,3.33,4,50.9,,24,180,7.50,0,13.8,,
1423,Harold Green\GreeHa00,1995,27,2-38,CIN,NFL,15,15,171,661,3.87,2,44.1,41,27,182,6.74,1,12.1,65.9%,4.44
1424,Ryan Mathews\MathRy00,2016,29,1-12,PHI,NFL,13,8,155,661,4.26,8,50.8,14,13,115,8.85,1,8.8,92.9%,8.21
1425,Curtis McClinton\McClCu00,1965,26,10-110 14-110AFL,KAN,AFL,14,,175,661,3.78,6,47.2,,37,590,15.95,3,42.1,,
1426,Wayne Morris\MorrWa00,1977,23,5-141,STL,NFL,12,7,165,661,4.01,8,55.1,,24,222,9.25,1,18.5,,
1427,Arthur Whittington\WhitAr00,1978,23,7-176,OAK,NFL,16,9,172,661,3.84,7,41.3,,23,106,4.61,0,6.6,,
1428,Ronnie Coleman\ColeRo00,1977,26,,HOU,NFL,14,13,185,660,3.57,5,47.1,,22,115,5.23,1,8.2,,
1429,Andre Ellington\ElliAn00,2014,25,6-187,ARI,NFL,12,12,201,660,3.28,3,55.0,64,46,395,8.59,2,32.9,71.9%,6.17
1430,Horace King\KingHo00,1978,25,6-141,DET,NFL,15,15,155,660,4.26,4,44.0,,48,396,8.25,2,26.4,,
1431,Christian Okoye\OkoyCh00,1987,26,2-35,KAN,NFL,12,12,157,660,4.20,3,55.0,,24,169,7.04,0,14.1,,
1432,Ray Rice\RiceRa00,2013,26,2-55,BAL,NFL,15,15,214,660,3.08,4,44.0,72,58,321,5.53,0,21.4,80.6%,4.46
1433,Ahmad Bradshaw\BradAh00,2011,25,7-250,NYG,NFL,12,9,171,659,3.85,9,54.9,44,34,267,7.85,2,22.3,77.3%,6.07
1434,Justin Fargas\FargJu00,2006,26,3-96,OAK,NFL,16,6,178,659,3.70,1,41.2,21,13,91,7.00,0,5.7,61.9%,4.33
1435,Tucker Frederickson\FredTu00,1965,22,1-1,NYG,NFL,13,10,195,659,3.38,5,50.7,,24,177,7.38,1,13.6,,
1436,Lawrence Gaines\GainLa00,1976,23,1-16,DET,NFL,14,7,155,659,4.25,4,47.1,,23,130,5.65,1,9.3,,
1437,Chuck Muncie\MuncCh00,1976,23,1-3,NOR,NFL,12,11,149,659,4.42,2,54.9,,31,272,8.77,0,22.7,,
1438,DeMarco Murray\MurrDe00,2017,29,3-71,TEN,NFL,15,15,184,659,3.58,6,43.9,47,39,266,6.82,1,17.7,83.0%,5.66
1439,Antowain Smith\SmitAn00,2005,33,1-23,NOR,NFL,16,7,166,659,3.97,3,41.2,15,12,46,3.83,0,2.9,80.0%,3.07
1440,Sammie Smith\SmitSa00,1989,22,1-9,MIA,NFL,13,12,200,659,3.30,6,50.7,,7,81,11.57,0,6.2,,
1441,Charley Tolar\TolaCh00,1963,26,27-319,HOU,AFL,14,,194,659,3.40,3,47.1,,41,275,6.71,0,19.6,,
1442,Ricky Williams\WillRi00,2008,31,1-5,MIA,NFL,16,3,160,659,4.12,4,41.2,39,29,219,7.55,1,13.7,74.4%,5.62
1443,Terry Allen\AlleTe00,2001,33,9-241,BAL,NFL,11,8,168,658,3.92,3,59.8,20,17,68,4.00,0,6.2,85.0%,3.40
1444,Cullen Bryant\BryaCu00,1978,27,2-31,RAM,NFL,16,9,178,658,3.70,7,41.1,,8,76,9.50,0,4.8,,
1445,Reggie Cobb\CobbRe00,1993,25,2-30,TAM,NFL,12,10,221,658,2.98,3,54.8,14,9,61,6.78,1,5.1,64.3%,4.36
1446,Jim Kiick\KiicJi00,1970,24,5-118,MIA,NFL,14,13,191,658,3.45,6,47.0,,42,497,11.83,0,35.5,,
1447,Tom Moore\MoorTo00,1963,25,1-5,GNB,NFL,12,12,132,658,4.98,6,54.8,,23,237,10.30,2,19.8,,
1448,Joe Morris\MorrJo00,1987,27,2-45,NYG,NFL,11,10,193,658,3.41,3,59.8,,11,114,10.36,0,10.4,,
1449,Altie Taylor\TaylAl00,1972,25,2-34,DET,NFL,13,12,154,658,4.27,4,50.6,,29,250,8.62,2,19.2,,
1450,Tony Collins\CollTo01,1985,26,2-47,NWE,NFL,16,16,163,657,4.03,3,41.1,,52,549,10.56,2,34.3,,
1451,Cyril Pinder\PindCy00,1970,24,2-39,PHI,NFL,14,8,166,657,3.96,2,46.9,,28,249,8.89,0,17.8,,
1452,Devonta Freeman\FreeDe00,2019,27,4-103,ATL,NFL,14,14,184,656,3.57,2,46.9,70,59,410,6.95,4,29.3,84.3%,5.86
1453,Leroy Kelly*\KellLe00,1970,28,8-110,CLE,NFL,13,13,206,656,3.18,6,50.5,,24,311,12.96,2,23.9,,
1454,Michael Bush\BushMi00,2010,26,4-100,OAK,NFL,14,3,158,655,4.15,8,46.8,24,18,194,10.78,0,13.9,75.0%,8.08
1455,Cannonball Butler\ButlCa00,1969,26,14-186,ATL,NFL,14,14,163,655,4.02,3,46.8,,17,297,17.47,2,21.2,,
1456,Carl Garrett\GarrCa00,1973,26,3-58,CHI,NFL,13,11,175,655,3.74,5,50.4,,23,292,12.70,0,22.5,,
1457,Marion Barber\BarbMa01,2006,23,4-109,DAL,NFL,16,1,135,654,4.84,14,40.9,32,23,196,8.52,2,12.3,71.9%,6.13
1458,Mike Bell\BellMi00,2009,26,,NOR,NFL,13,3,172,654,3.80,5,50.3,4,4,12,3.00,0,0.9,100.0%,3.00
1459,Freeman McNeil\McNeFr00,1983,24,1-3,NYJ,NFL,9,9,160,654,4.09,1,72.7,,21,172,8.19,3,19.1,,
1460,Darrell Thompson\ThomDa01,1993,26,1-19,GNB,NFL,16,11,169,654,3.87,3,40.9,29,18,129,7.17,0,8.1,62.1%,4.45
1461,Rob Carpenter\CarpRo01,1977,22,3-84,HOU,NFL,11,7,144,652,4.53,1,59.3,,23,156,6.78,0,14.2,,
1462,Andre Ellington\ElliAn00,2013,24,6-187,ARI,NFL,15,1,118,652,5.53,3,43.5,57,39,371,9.51,1,24.7,68.4%,6.51
1463,Bill Triplett\TripBi00,1963,23,6-72 9-70AFL,STL,NFL,13,12,134,652,4.87,5,50.2,,31,396,12.77,3,30.5,,
1464,Rick Casares\CasaRi00,1958,27,2-18,CHI,NFL,12,12,176,651,3.70,2,54.3,,32,290,9.06,1,24.2,,
1465,Jerry Eckwood\EckwJe00,1981,27,3-60,TAM,NFL,16,12,172,651,3.78,2,40.7,,24,213,8.88,0,13.3,,
1466,Joique Bell\BellJo01,2013,27,,DET,NFL,16,4,166,650,3.92,8,40.6,69,53,547,10.32,0,34.2,76.8%,7.93
1467,Ricky Ervins\ErviRi00,1994,26,3-76,WAS,NFL,16,10,185,650,3.51,3,40.6,67,51,293,5.75,1,18.3,76.1%,4.37
1468,Leon Washington\WashLe00,2006,24,4-117,NYJ,NFL,16,8,151,650,4.30,4,40.6,31,25,270,10.80,0,16.9,80.6%,8.71
1469,Roger Craig\CraiRo00,1984,24,2-49,SFO,NFL,16,16,155,649,4.19,7,40.6,,71,675,9.51,3,42.2,,
1470,Gary Brown\BrowGa00,1994,25,8-214,HOU,NFL,12,8,169,648,3.83,4,54.0,32,18,194,10.78,1,16.2,56.3%,6.06
1471,Ronnie Brown\BrowRo05,2009,28,1-2,MIA,NFL,9,9,147,648,4.41,8,72.0,20,14,98,7.00,0,10.9,70.0%,4.90
1472,Gaston Green\GreeGa00,1992,26,1-14,DEN,NFL,14,13,161,648,4.02,2,46.3,13,10,79,7.90,0,5.6,76.9%,6.08
1473,Don Hardeman\HardDo00,1975,22,1-15,HOU,NFL,13,10,166,648,3.90,5,49.8,,5,10,2.00,0,0.8,,
1474,Jess Phillips\PhilJe00,1970,23,4-84,CIN,NFL,14,14,163,648,3.98,4,46.3,,31,124,4.00,1,8.9,,
1475,Cedric Benson\BensCe00,2006,24,1-4,CHI,NFL,15,0,157,647,4.12,6,43.1,10,8,54,6.75,0,3.6,80.0%,5.40
1476,Gary Anderson\AndeGa00,1990,29,1-20,TAM,NFL,16,13,166,646,3.89,3,40.4,,38,464,12.21,2,29.0,,
1477,Neal Anderson\AndeNe00,1993,29,1-27,CHI,NFL,15,11,202,646,3.20,4,43.1,48,31,160,5.16,0,10.7,64.6%,3.33
1478,Billy Joe\JoexBi00,1963,23,9-119 11-85AFL,DEN,AFL,14,,154,646,4.19,4,46.1,,15,90,6.00,1,6.4,,
1479,Donald Brown\BrowDo00,2011,24,1-27,IND,NFL,16,2,134,645,4.81,5,40.3,19,16,86,5.38,0,5.4,84.2%,4.53
1480,Greg Hill\HillGr00,1996,24,1-25,KAN,NFL,15,1,135,645,4.78,4,43.0,5,3,60,20.00,1,4.0,60.0%,12.00
1481,Mark Ingram\IngrMa01,2018,29,1-28,NOR,NFL,12,6,138,645,4.67,6,53.8,27,21,170,8.10,1,14.2,77.8%,6.30
1482,Natrone Means\MeanNa00,1993,21,2-41,SDG,NFL,16,0,160,645,4.03,8,40.3,18,10,59,5.90,0,3.7,55.6%,3.28
1483,Wayne Wilson\WilsWa02,1985,28,12-324,NOR,NFL,16,10,168,645,3.84,1,40.3,,38,228,6.00,2,14.3,,
1484,Don Bosseler\BossDo00,1959,23,1-9,WAS,NFL,12,9,119,644,5.41,3,53.7,,11,47,4.27,0,3.9,,
1485,Billy Cannon\CannBi00,1960,23,1-1,HOU,AFL,14,14,152,644,4.24,1,46.0,,15,187,12.47,5,13.4,,
1486,Kenyan Drake\DrakKe00,2017,23,3-73,MIA,NFL,16,6,133,644,4.84,3,40.3,48,32,239,7.47,1,14.9,66.7%,4.98
1487,Tony Galbreath\GalbTo00,1977,23,2-32,NOR,NFL,14,14,168,644,3.83,3,46.0,,41,265,6.46,0,18.9,,
1488,Matt Snell\SnelMa00,1966,25,4-49 1-3AFL,NYJ,AFL,12,12,178,644,3.62,4,53.7,,48,346,7.21,4,28.8,,
1489,Tommy Vardell\VardTo00,1993,24,1-9,CLE,NFL,16,12,171,644,3.77,3,40.3,23,19,151,7.95,1,9.4,82.6%,6.57
1490,Earl Campbell*\CampEa00,1985,30,1-1,NOR,NFL,16,12,158,643,4.07,1,40.2,,6,88,14.67,0,5.5,,
1491,Brad Hubbert\HubbBr00,1967,26,,SDG,AFL,14,,116,643,5.54,2,45.9,,19,214,11.26,2,15.3,,
1492,Paul Lowe\LowePa00,1966,30,,SDG,AFL,14,12,146,643,4.40,3,45.9,,12,41,3.42,0,2.9,,
1493,Dave Osborn\OsboDa00,1969,26,13-176,MIN,NFL,14,14,186,643,3.46,7,45.9,,22,236,10.73,1,16.9,,
1494,Dave Smith\SmitDa02,1960,23,21-241,HOU,AFL,14,14,154,643,4.18,5,45.9,,22,216,9.82,2,15.4,,
1495,Thurman Thomas*\ThomTh00,1997,31,2-40,BUF,NFL,16,16,154,643,4.18,1,40.2,43,30,208,6.93,0,13.0,69.8%,4.84
1496,Tony Baker\BakeTo00,1969,24,,NOR,NFL,14,14,134,642,4.79,1,45.9,,34,352,10.35,1,25.1,,
1497,Correll Buckhalter\BuckCo00,2009,31,4-121,DEN,NFL,14,7,120,642,5.35,1,45.9,38,31,240,7.74,0,17.1,81.6%,6.32
1498,Darrin Nelson\NelsDa00,1987,28,1-7,MIN,NFL,10,9,131,642,4.90,2,64.2,,26,129,4.96,0,12.9,,
1499,Darrin Nelson\NelsDa00,1983,24,1-7,MIN,NFL,15,10,154,642,4.17,1,42.8,,51,618,12.12,0,41.2,,
1500,Antowain Smith\SmitAn00,2003,31,1-23,NWE,NFL,13,6,182,642,3.53,3,49.4,16,14,92,6.57,0,7.1,87.5%,5.75














